collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2008-04-07,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Legacy Emanuel Children's Hospital,AALL03B1,1
2009-01-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL0232,1
2006-06-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Cedars-Sinai Medical Center,ANBL00B1,20
2012-05-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The Toledo Hospital/Toledo Children's Hospital,AALL08B1,1
2008-12-11,Tissue,Frozen,Other,Malignant,Pre-Therapy,Rainbow Babies and Childrens Hospital,ANBL00B1,4
2011-05-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Mayo Clinic,AREN03B2,5
2003-11-24,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,ANBL00B1,3
2008-01-11,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,University of Texas Southwestern Medical Center,AREN03B2,2
2013-04-08,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,The Childrens Mercy Hospital,AREN03B2,3
2007-03-23,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,University of Chicago Comprehensive Cancer Center,AALL0331,1
2012-03-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL0631,3
2011-02-15,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,ANBL0532,1
2007-06-11,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AREN03B2,65
2004-12-27,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,POG-9905,1
2011-11-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Childrens Hospital-King's Daughters,AHOD04B1,2
2012-12-18,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Connecticut Children's Medical Center,D9902,1
2006-10-23,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Philadelphia,AALL0331,1
2011-12-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,On Therapy,The Children's Hospital at Westmead,ARST0332,28
2011-01-07,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Rady Children's Hospital - San Diego,D9902,1
2010-03-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL07P4,1
2010-03-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AALL0232,1
2006-09-05,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Kapiolani Medical Center for Women and Children,ANBL00B1,1
2009-03-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dana-Farber Cancer Institute,AREN03B2,5
2006-09-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Roswell Park Cancer Institute,AALL03B1,18
2006-11-28,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL0232,1
2006-10-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Mary's Hospital,ANBL00B1,20
2014-04-10,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Driscoll Children's Hospital,ABTR01B1,2
1998-11-11,Tissue,Fixed-Formalin,Other,Malignant,Pre-Therapy,University of Maryland/Greenebaum Cancer Center,D9602,1
2011-01-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL08B1,4
2007-10-02,***,***,Not Specified,***,Pre-Therapy,University of Massachusetts Medical School,AALL0331,1
1997-05-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,INT-0133,6
2015-01-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,AALL0932,1
2014-02-27,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Riley Hospital for Children,AALL1131,2
2011-04-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Legacy Emanuel Children's Hospital,AALL08B1,1
2013-10-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Medical University of South Carolina,AALL0932,1
2002-05-23,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Johns Hopkins University/Sidney Kimmel Cancer Center,ANBL00B1,1
2010-07-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL0232,14
2009-12-09,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Mission Hospital-Memorial Campus,AGCT0132,2
2009-06-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,The Toledo Hospital/Toledo Children's Hospital,ANBL00B1,7
2003-10-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,McMaster Children's Hospital at Hamilton Health Sciences,D9802,14
2002-01-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,1
2014-07-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of North Carolina at Chapel Hill,AALL08B1,1
2005-12-02,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,The Steven and Alexandra Cohen Children's Medical Center of New York,AALL03B1,1
2009-05-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Seattle Children's Hospital,AALL0434,1
2010-11-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Loyola University Medical Center,AALL0232,20
2003-01-09,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The University of Arizona Medical Center-University Campus,POG-9906,1
2013-07-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Janeway Child Health Centre,AALL0932,2
2011-03-31,Whole Blood,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,UCSF Medical Center-Mission Bay,D9902,1
2007-05-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Miami Children's Hospital,AALL03B1,1
2009-06-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,ARST0331,12
2014-03-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL08B1,2
2010-01-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,AALL03B1,1
2005-01-31,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Floating Hospital for Children at Tufts Medical Center,AEWS0031,3
2014-02-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL05B1,6
2011-08-31,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Hospital Colorado,AOST06B1,2
2000-10-28,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,UCSF Medical Center-Mission Bay,CCG-B947,1
2011-11-15,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Broward Health Medical Center,AREN03B2,1
1999-01-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Dayton Children's Hospital,CCG-B947,3
2003-07-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Loma Linda University Medical Center,P9641,1
2010-05-07,DNA,Frozen,Not Specified,Not Specified,On Therapy,Advocate Children's Hospital-Oak Lawn,AALL03B1,1
2011-12-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Hackensack University Medical Center,AALL0932,1
2014-06-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Mississippi Medical Center,AALL1131,19
2014-08-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,IWK Health Centre,AALL08B1,1
2014-03-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,City of Hope Comprehensive Cancer Center,AALL05B1,2
2013-02-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AREN03B2,21
2013-10-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Alberta Hospital,AALL08B1,1
2013-05-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Advocate Children's Hospital-Park Ridge,AALL08B1,10
2008-01-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Mayo Clinic,ANBL00B1,11
2006-11-15,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ANBL00B1,2
2010-09-29,Whole Bone Marrow,Fixed-Formalin,Not Specified,Not Specified,Other/Not Specified,The Toledo Hospital/Toledo Children's Hospital,ANBL0032,2
2012-05-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Therapeutic Relapse,Covenant Children's Hospital,ARST0332,4
2007-08-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL03B1,1
2011-01-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Vanderbilt-Ingram Cancer Center,AALL0434,1
2000-10-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Midwest Children's Cancer Center,P9851,22
2014-07-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Mount Sinai Medical Center,AALL08B1,3
2012-05-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Winthrop University Hospital,AALL03B1,1
2003-02-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,IWK Health Centre,CCG-1991,2
2009-09-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Stony Brook University Medical Center,AALL03B1,19
2008-02-18,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Medical University of South Carolina,AHOD0031,2
2008-11-14,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL0434,1
2014-03-21,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Rochester,AALL1131,2
2013-11-21,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AREN03B2,3
2003-12-09,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,CCG-1991,1
2015-02-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Natalie Warren Bryant Cancer Center at Saint Francis,AALL0932,1
2007-06-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's National Medical Center,AALL0232,1
2010-03-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,AREN03B2,44
2013-08-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AALL1131,5
2010-12-07,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Connecticut Children's Medical Center,AEWS1031,5
2013-10-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL08B1,6
2010-04-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,West Virginia University Charleston,AALL03B1,3
2012-01-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Wake Forest University Health Sciences,AALL0932,14
2002-05-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,British Columbia Children's Hospital,CCG-B947,1
2002-08-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Nationwide Children's Hospital,D9803,1
2009-08-24,Urine,Frozen,Fluid,Not Specified,Other/Not Specified,Midwest Children's Cancer Center,AREN03B2,3
2008-04-15,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Primary Children's Hospital,AALL0232,3
1997-05-27,Whole Bone Marrow,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Kaiser Permanente-Oakland,CCG-5961,2
2012-04-11,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Rochester,ANBL00B1,21
2011-12-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Arnold Palmer Hospital for Children,ANBL0532,6
2013-01-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Palmetto Health Richland,AALL0932,6
2010-06-09,Tissue,Frozen,Not Specified,Non-Malignant,Other/Not Specified,East Tennessee Childrens Hospital,AREN03B2,1
2013-02-13,Tissue Slide,Fixed-Formalin,Not Specified,Metastatic,Pre-Therapy,Alfred I duPont Hospital for Children,ANBL00B1,7
1997-07-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Post-Therapy,Childrens Hospital of Orange County,CCG-B903,1
2014-12-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital,AALL08B1,1
2013-08-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital and Research Center at Oakland,AALL08B1,2
2012-08-07,Tissue,Frozen,Not Specified,Non-Malignant,On Therapy,Washington University School of Medicine,AREN03B2,2
2002-02-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Penn State Hershey Children's Hospital,CCG-1991,1
2014-04-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Therapeutic Relapse,Weill Medical College of Cornell University,ACNS02B3,3
2007-11-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,British Columbia Children's Hospital,AALL03B1,19
2010-10-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Florida,AOST0331,4
2009-09-21,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Riley Hospital for Children,ASCT0431,1
2008-01-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL0331,8
2015-03-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AEWS07B1,1
2011-02-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Advocate Children's Hospital-Oak Lawn,AALL08B1,1
2003-08-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-1991,1
2012-12-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saint Luke's Mountain States Tumor Institute,AALL1131,1
2013-09-18,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Mississippi Medical Center,ABTR01B1,5
2011-09-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The Steven and Alexandra Cohen Children's Medical Center of New York,AALL03B1,1
1999-05-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,CCG-B947,3
2013-06-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL08B1,3
1998-07-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,1
2011-01-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Midwest Children's Cancer Center,D9902,2
2008-04-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Florida Hospital Orlando,AALL0331,6
2014-03-03,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Alabama,ANBL00B1,2
2011-01-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,State University of New York Upstate Medical University,AALL08B1,1
2013-04-11,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Los Angeles,AREN03B2,5
2006-03-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL03B1,3
2014-02-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL08B1,3
2011-08-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,D9902,3
2001-08-21,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Texas Health Science Center at San Antonio,P9754,2
2015-02-12,Tissue,Frozen,Not Specified,Malignant,Therapeutic Relapse,Children's Hospital Colorado,AOST06B1,1
2008-08-06,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospital Los Angeles,ACNS02B3,1
2012-08-15,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Phoenix Childrens Hospital,AALL08B1,1
2005-08-23,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loyola University Medical Center,AALL03B1,1
2015-03-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Carolinas Medical Center,AALL08B1,1
2006-09-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Nationwide Children's Hospital,P9851,58
2009-04-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Geisinger Medical Center,AALL0331,1
2013-03-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Specialty Center of Nevada II,AALL1131,2
2009-11-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Washington University School of Medicine,ASCT0431,20
2001-08-10,Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,Washington University School of Medicine,P9851,1
2011-12-27,Serum,Frozen,Blood,Not Specified,Post-Therapy,Wayne State University/Karmanos Cancer Institute,AHOD04B1,5
1998-01-27,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Alfred I duPont Hospital for Children,CCG-B947,1
2010-05-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,ASCT0431,2
2009-09-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL0331,1
2010-01-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Alabama,AALL03B1,1
2007-08-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Bronson Methodist Hospital,AHOD04B1,12
2004-09-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Washington University School of Medicine,AHOD0031,4
2011-04-01,Tissue,Fixed-Formalin,Not Specified,Metastatic,Therapeutic Relapse,Connecticut Children's Medical Center,AEWS02P1,1
2001-10-12,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,CCG-B947,1
2008-02-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL03B1,2
2004-08-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Saint Jude Midwest Affiliate,ANBL00B1,1
2005-04-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,West Virginia University Healthcare,A3973,12
2009-09-11,Serum,Frozen,Blood,Not Specified,Other/Not Specified,St. Jude Children's Research Hospital,AREN03B2,3
2007-06-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital Los Angeles,AALL03B1,1
2013-03-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,The University of Arizona Medical Center-University Campus,AALL1131,4
2009-07-31,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,MedStar Georgetown University Hospital,AREN03B2,1
2012-07-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital,AALL08B1,1
2013-05-16,Whole Blood,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Seattle Children's Hospital,D9902,1
2015-03-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL0932,3
2012-03-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,ACNS0822,10
2005-12-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hackensack University Medical Center,AALL0232,18
2008-03-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,The Montreal Children's Hospital of the MUHC,AALL0331,11
2011-10-24,Tissue,Fixed-Formalin,Other,Malignant,Pre-Therapy,Arkansas Children's Hospital,ANBL00B1,3
2004-11-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Mississippi Medical Center,AHOD0031,8
2008-04-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL03B1,2
2007-11-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Newark Beth Israel Medical Center,AALL03B1,18
2011-07-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Penn State Hershey Children's Hospital,AALL08B1,1
2012-08-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Hospital for Sick Children,AALL08B1,2
2007-11-27,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Janeway Child Health Centre,ANBL00B1,2
