specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,CtepStudyID,CollectionProtocolStatus,ProtocolCategory,SpecimenCount
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,42
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,30
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0334,In Review,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0822,Closed To Accrual,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0831,Active,Central Nervous System Tumors,20
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS1021,Closed To Accrual And Intervention,Central Nervous System Tumors,8
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ADVL0122,Closed To Accrual,Experimental Therapeutics,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ADVL0813,Complete,Experimental Therapeutics,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ADVL0821,Complete,Experimental Therapeutics,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ADVL1121,Complete,Experimental Therapeutics,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AE22,Complete,Epidemiology,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AEWS0031,Complete,Ewing Sarcoma,46
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AEWS02B1,Complete,Ewing Sarcoma,5
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AEWS1031,Active,Ewing Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,34
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AGCT01P1,Complete,Germ Cell Tumor,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AGCT0521,Complete,Germ Cell Tumor,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,133
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,655
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL00P3,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL0321,Complete,Neuroblastoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL0421,Complete,Neuroblastoma,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,39
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,59
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AOST0121,Complete,Osteosarcoma,17
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AOST0221,Complete,Osteosarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,44
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AOST06B1,Active,Osteosarcoma,107
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,15
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,1870
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST0331,Complete,Soft Tissue Sarcoma,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,16
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,12
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,8
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,5
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-3891,Complete,Neuroblastoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-4921,Administratively Complete,Renal Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,3
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-B903,Complete,Unknown/Unspecified,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-B944,Complete,Hodgkin Disease,3
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,138
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-B971,Complete,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,CCG-B973,Complete,Non-Hodgkin Lymphoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,D9502,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,D9602,Complete,Soft Tissue Sarcoma,3
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,13
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,D9803,Complete,Soft Tissue Sarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,134
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9346,Complete,Unknown/Unspecified,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9641,Complete,Neuroblastoma,13
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9645,Complete,Liver Tumors,51
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9749,Complete,Germ Cell Tumor,7
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9754,Complete,Osteosarcoma,9
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,P9851,Complete,Osteosarcoma,78
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,POG-9047,Complete,Non-Hodgkin Lymphoma,3
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,AB9804,Closed To Accrual,Ewing Sarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ACNS02B3,Active,Central Nervous System Tumors,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ACNS1021,Closed To Accrual And Intervention,Central Nervous System Tumors,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ANBL0032,Active,Neuroblastoma,7
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,41
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,8
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ANBL1021,Complete,Neuroblastoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,AOST0221,Complete,Osteosarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,AOST06B1,Active,Osteosarcoma,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,AREN03B2,Active,Renal Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,ARST0431,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,D9502,Complete,Soft Tissue Sarcoma,3
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Therapeutic Relapse,P9851,Complete,Osteosarcoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,A3973,Complete,Neuroblastoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,8
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,6
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,56
Tissue Slide,Fixed-Other,Other,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,4
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,AB9804,Closed To Accrual,Ewing Sarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,AEWS0031,Complete,Ewing Sarcoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,8
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,AGCT01P1,Complete,Germ Cell Tumor,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,5
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,81
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,9
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,CCG-B973,Complete,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,D9502,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,D9803,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,8
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,P9641,Complete,Neuroblastoma,5
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,P9645,Complete,Liver Tumors,2
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,P9754,Complete,Osteosarcoma,6
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,P9851,Complete,Osteosarcoma,6
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,POG-8104/05,Complete,Non-Hodgkin Lymphoma,2
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,POG-8741/42,Complete,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,POG-8743,Complete,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Other,Other,Malignant,Pre-Therapy,POG-9047,Complete,Non-Hodgkin Lymphoma,31
Tissue Slide,Fixed-Other,Other,Malignant,Therapeutic Relapse,POG-7909,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,AB9804,Closed To Accrual,Ewing Sarcoma,1
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,18
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,AE22,Complete,Epidemiology,2
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,21
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,1
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,12
Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,Frozen,Not Specified,Non-Malignant,On Therapy,AREN03B2,Active,Renal Tumors,1
Tissue Slide,Frozen,Not Specified,Non-Malignant,On Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,10
Tissue Slide,Frozen,Not Specified,Non-Malignant,On Therapy,D9902,Active,Soft Tissue Sarcoma,13
Tissue Slide,Frozen,Not Specified,Non-Malignant,Other/Not Specified,AEWS1031,Active,Ewing Sarcoma,6
Tissue Slide,Frozen,Not Specified,Non-Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,29
Tissue Slide,Frozen,Not Specified,Non-Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,39
Tissue Slide,Frozen,Not Specified,Non-Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,3
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,40
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,12
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,AEWS1031,Active,Ewing Sarcoma,1
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,7
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,ANHL04B1,Active,Non-Hodgkin Lymphoma,2
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,4
Tissue Slide,Frozen,Not Specified,Non-Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,10
Tissue Slide,Frozen,Not Specified,Non-Malignant,Therapeutic Relapse,ACNS02B3,Active,Central Nervous System Tumors,8
Tissue Slide,Frozen,Other,Non-Malignant,Pre-Therapy,AALL0434,Closed To Accrual,Acute Lymphoblastic Leukemia,3
Tissue Slide,Frozen,Other,Non-Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,1
Tissue Slide,None,Bone Marrow,Non-Malignant,Other/Not Specified,ASCT1221,Active,Stem Cell Transplantation,5
Tissue Slide,None,Not Specified,Metastatic,Post-Therapy,ANBL0032,Active,Neuroblastoma,3
Tissue Slide,None,Not Specified,Metastatic,Post-Therapy,ANBL00B1,Active,Neuroblastoma,6
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,1
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,1
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ANBL0032,Active,Neuroblastoma,14
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,74
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,9
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,6
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,AREN03B2,Active,Renal Tumors,33
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,3
Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,2
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,AGCT0132,Complete,Germ Cell Tumor,1
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,ANBL0032,Active,Neuroblastoma,14
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,22
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,ANBL0421,Complete,Neuroblastoma,2
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,8
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,4
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,AOST06B1,Active,Osteosarcoma,4
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,AREN03B2,Active,Renal Tumors,3
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,D9802,Complete,Soft Tissue Sarcoma,1
Tissue Slide,None,Not Specified,Metastatic,Therapeutic Relapse,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,None,Not Specified,Non-Malignant,On Therapy,AREN03B2,Active,Renal Tumors,2
Tissue Slide,None,Not Specified,Non-Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,4
Tissue Slide,None,Not Specified,Non-Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,3
Tissue Slide,None,Not Specified,Non-Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,1
Tissue Slide,None,Not Specified,Non-Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,1
Tissue Slide,None,Not Specified,Non-Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,18
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,ADVL1121,Complete,Experimental Therapeutics,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,2
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,10
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,236
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,2
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,CCG-B944,Complete,Hodgkin Disease,2
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,58
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,P9346,Complete,Unknown/Unspecified,1
Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,P9645,Complete,Liver Tumors,15
Tissue Slide,None,Not Specified,Non-Malignant,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,2
Tissue Slide,None,Not Specified,Non-Malignant,Therapeutic Relapse,ANBL00P3,Complete,Neuroblastoma,2
Tissue Slide,None,Other,Metastatic,Pre-Therapy,ANBL0032,Active,Neuroblastoma,2
Tissue Slide,None,Other,Metastatic,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,9
Tissue Slide,None,Other,Metastatic,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,1
Tissue Slide,None,Other,Metastatic,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,None,Other,Metastatic,Therapeutic Relapse,ANBL0032,Active,Neuroblastoma,2
Tissue Slide,None,Other,Metastatic,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,5
Tissue Slide,None,Other,Non-Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,2
Tissue Slide,None,Other,Non-Malignant,Pre-Therapy,P9645,Complete,Liver Tumors,1
Tissue Slide,None,Ovary,Metastatic,Post-Therapy,AE22,Complete,Epidemiology,1
Tissue Slide,None,Ovary,Metastatic,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,1
Tissue Slide,None,Ovary,Non-Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,1
Tissue Slide,None,Ovary,Non-Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,None,Ovary,Non-Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Urine,Frozen,Fluid,Not Specified,On Therapy,AOST06B1,Active,Osteosarcoma,5
Urine,Frozen,Fluid,Not Specified,On Therapy,AOST06P1,Complete,Osteosarcoma,8
Urine,Frozen,Fluid,Not Specified,On Therapy,AREN03B2,Active,Renal Tumors,43
Urine,Frozen,Fluid,Not Specified,On Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,26
Urine,Frozen,Fluid,Not Specified,On Therapy,CCG-B947,Complete,Unknown/Unspecified,1
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ABTR04B1,Active,Biopathology and Translational Research,51
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ACNS02B3,Active,Central Nervous System Tumors,6
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,1
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,4
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ADVL1121,Complete,Experimental Therapeutics,5
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AEWS02B1,Complete,Ewing Sarcoma,106
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AEWS02P1,Complete,Ewing Sarcoma,237
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AEWS0621,Complete,Ewing Sarcoma,12
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AEWS07B1,Active,Ewing Sarcoma,26
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AHOD0031,Complete,Hodgkin Disease,10
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AHOD00P1,Complete,Hodgkin Disease,107
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ANBL0032,Active,Neuroblastoma,10
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,15
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,5
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AOST06B1,Active,Osteosarcoma,62
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AOST06P1,Complete,Osteosarcoma,99
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,AREN03B2,Active,Renal Tumors,4712
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ARST0331,Complete,Soft Tissue Sarcoma,5
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,ARST0332,Complete,Soft Tissue Sarcoma,7
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,37
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,1
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,12
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,P9754,Complete,Osteosarcoma,1
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,P9851,Complete,Osteosarcoma,6
Urine,Frozen,Fluid,Not Specified,Other/Not Specified,POG-9046,Complete,Renal Tumors,21
